flo2d_150_v2_station_id,ob_1_id,ob_1_dist,ob_2_id,ob_2_dist,ob_3_id,ob_3_dist
21271,100032,15.241012726607801,100003,16.696143832534574,100044,17.404003122348623
21272,100032,15.357704383789232,100003,16.75295674911516,100044,17.52152023321619
21273,100032,15.475843040160074,100003,16.81135173601886,100044,17.640407883823514
21274,100032,15.594553206383711,100003,16.87090016945894,100044,17.759787367767935
21275,100032,15.71294294573775,100003,16.93113949582112,100044,17.87876576372372
21276,100032,15.832753634718797,100003,16.992949997272312,100044,17.99909614432496
21277,100032,15.953098048213882,100003,17.055877360644107,100044,18.1198895362363
21278,100032,16.07307360046437,100003,17.11943444763289,100044,18.24024358335251
21279,100032,16.194446096657614,100003,17.184550572376608,100015,18.34993808210011
21280,100032,16.309809957730423,100003,17.24084343770062,100015,18.42750782885382
21281,100032,16.431315541605787,100003,17.307646802445642,100015,18.514329361567516
21282,100032,16.554195789267855,100003,17.37599663352505,100015,18.602609134012187
21283,100032,16.67663327452792,100003,17.44487557680445,100015,18.69103750562615
21284,100032,16.800431688539447,100003,17.515291738941563,100015,18.780913118058415
21285,100032,16.924675787318584,100003,17.586726343674144,100015,18.871572538023116
21286,100032,17.048437494014152,100003,17.65863073794431,100015,18.962329436623957
21287,100032,17.17354087849763,100003,17.73205791681929,100015,19.054517307462092
21288,100032,17.299061525356194,100003,17.806466644314256,100015,19.147455704007584
21289,100032,17.42406300047264,100003,17.881286909628887,100015,19.240442268895954
21290,100002,13.576483686686645,100044,13.609257727351146,100032,14.146838680088138
21291,100002,13.487353132273954,100044,13.516171715264303,100032,14.038174363826164
21292,100002,13.399979529791032,100044,13.424816599437781,100032,13.931094321159646
21293,100002,13.313090413049808,100044,13.33386074618834,100032,13.824030655254113
21294,100002,13.227985591353837,100044,13.244663637488918,100032,13.718576553831737
21295,100002,13.143426778566289,100044,13.155926280014441,100032,13.613189081977684
21296,100002,13.060071598676627,100044,13.06833637820175,100032,13.508672374310398
21297,100002,12.978542596382507,100044,12.982548265893357,100032,13.405805449397008
21298,100044,12.897314395712941,100002,12.897655226357529,100032,13.303085049576405
21299,100044,12.813298395979977,100002,12.818041611917064,100032,13.201297736517208
21300,100044,12.7311284204305,100002,12.740296692156914,100032,13.101203138587374
21301,100044,12.649611367535156,100002,12.663292619098899,100032,13.001340451073293
21302,100044,12.569385134693288,100002,12.587634334150303,100032,12.902477335620251
21303,100044,12.491049956924789,100002,12.513887424075303,100032,12.805352570429239
21304,100044,12.413470251010615,100002,12.440983737437325,100032,12.708550746252264
21305,100044,12.337256434438965,100002,12.369499273026381,100032,12.612819181618148
21306,100044,12.262979001018747,100002,12.299968450773603,100032,12.518874233607134
21307,100044,12.189563009811536,100002,12.231385838187679,100032,12.425348987871251
21308,100044,12.11811345103252,100002,12.16478445012487,100032,12.33364388301115
21309,100044,12.047597508389972,100002,12.099202290986495,100032,12.242426089939118
21310,100044,11.97857570319973,100002,12.035163042525982,100032,12.152405511535909
21311,100044,11.911564733544836,100002,11.97314503140319,100032,12.064257333081027
21312,100044,11.84559767505405,100002,11.91225398723303,100032,11.976702714007683
21313,100044,11.78120249207806,100002,11.852979632982548,100032,11.890426771630842
21314,100044,11.718860950820309,100002,11.795764068541423,100032,11.806077477773623
21315,100044,11.6576751371057,100032,11.722433453713476,100002,11.739783677426582
21316,100044,11.598138438851166,100032,11.640153124757212,100002,11.685492272891443
21317,100044,11.54069566173717,100032,11.55985521938316,100002,11.63329380367922
21318,100032,11.480379397622027,100044,11.484520961541252,100002,11.582438141944023
21319,100032,11.402923687198573,100044,11.430465101032775,100002,11.533695763074705
21320,100032,11.326370415868574,100044,11.377751865992279,100002,11.486366974896558
21321,100032,11.251328943694391,100044,11.326812465845844,100002,11.440841429432636
21322,100032,11.178364451980691,100044,11.278025652980062,100002,11.397455353231283
21323,100032,11.106426417593564,100044,11.23069211881317,100002,11.355586932665364
21324,100032,11.036091777713063,100044,11.185203007866917,100002,11.315584768923063
21325,100032,10.967890493085328,100044,11.141894794669309,100002,11.27774205599168
21326,100032,10.900842884111096,100044,11.100147756474705,100002,11.241517232149533
21327,100032,10.835491097494705,100044,11.060310972903107,100002,11.20721604589817
21328,100032,10.772327454112938,100044,11.022676780809617,100002,11.175087024637966
21329,100032,10.71044678086015,100044,10.986707502038547,100002,11.144670992772546
21330,100032,10.640631101334424,100044,10.963725020209774,100002,11.105574660849769
21331,100032,10.582287185051571,100044,10.931731048922869,100002,11.079081663517725
21332,100032,10.525792698767455,100044,10.901741105147462,100002,11.054594089500515
21333,100032,10.471572227257424,100044,10.873970016281236,100002,11.032283106008627
21334,100032,10.418851881050347,100044,10.84802189637136,100002,11.011830466527611
21335,100032,10.368069355681806,100044,10.824124547545951,100002,10.993420211685505
21336,100032,10.319604955717471,100044,10.802444552144898,100002,10.977175378024524
21337,100032,10.272768556795418,100044,10.78267319315802,100002,10.962864440023402
21338,100032,10.22795381425578,100044,10.764990112045583,100002,10.950623369828504
21339,100032,10.1854943345907,100044,10.749512523390111,100002,10.940526259417576
21340,100032,10.144786837846684,100044,10.736020217742022,100002,10.93242928190214
21341,100032,10.106178464429163,100044,10.724643526670315,100002,10.92641950541543
21342,100032,10.069953826731254,100044,10.715449474812353,100002,10.9225215555881
21343,100032,10.035599284430848,100044,10.708307328193255,100002,10.92067992615758
21344,100032,10.003641812443092,100044,10.703326309933367,100002,10.92092274282766
21345,100032,9.973628836731573,100044,10.70043560817656,100002,10.923253462352838
21346,100032,9.945824895267917,100044,10.6996816932212,100002,10.92767664539921
21347,100032,9.920428452782389,100044,10.701047046100728,100002,10.934134243693109
21348,100032,9.897080433812993,100044,10.704551076215328,100002,10.942718220105823
21349,100032,9.875993092410148,100044,10.71018942962636,100002,10.953383516294375
21350,100032,9.857310927158089,100044,10.71789384520148,100002,10.966022821738864
21351,100032,9.840770137763148,100044,10.72777386420108,100002,10.980816211418217
21352,100032,9.826625343905826,100044,10.739678417483889,100002,10.997537920977729
21353,100032,9.814676947308847,100044,10.753776817710222,100002,11.01642628894442
21354,100032,9.805046636761533,100044,10.769980371133704,100002,11.037354486556996
21355,100032,9.797786464576856,100044,10.788137416616486,100002,11.060134764016047
21356,100032,9.79279404999803,100044,10.808506372302492,100002,11.085092088260343
21357,100032,9.790135292894,100044,10.830948670611226,100002,11.112051575691549
21358,100032,9.789805943939987,100044,10.855263798187838,100002,11.140778628962579
21359,100032,9.791801361263474,100044,10.881798149061606,100002,11.171683481102646
21360,100032,9.796131144339135,100044,10.910364238259781,100002,11.204544308986717
21361,100032,9.80273472426699,100044,10.940713967406454,100002,11.239081042923317
21362,100032,9.811705219898322,100044,10.97328021589517,100002,11.275787501529972
21363,100032,9.822995907535242,100044,11.007827818671368,100002,11.31439626634633
21364,100032,9.836490359716887,100044,11.044062608219138,100002,11.35458337808268
21365,100032,9.852378982505334,100044,11.082502119517027,100002,11.396924256750431
21366,100032,9.87041717522809,100044,11.122561234991386,100002,11.440775887436645
21367,100032,9.890859617479292,100044,11.16481269272727,100002,11.486766798103677
21368,100032,9.913567004092155,100044,11.208945291135434,100002,11.534557123190886
21369,100032,9.93833213655277,100044,11.254591997465589,100002,11.583753697320756
21370,100032,9.965505115065028,100044,11.302406506111051,100002,11.63506278505304
21371,100032,9.994892532460959,100044,11.35203429573286,100002,11.688103367086619
21372,100032,10.026234735104968,100044,11.403067150118916,100002,11.742443241933696
21373,100032,10.059975509630137,100044,11.456237164964643,100002,11.798863815235508
21374,100032,10.09586893622904,100044,11.51114840291073,100002,11.856944774253805
21375,100032,10.13360484308612,100044,11.567353483367379,100002,11.916216834371921
21376,100032,10.173718552091925,100044,11.625660150027786,100002,11.977533779138472
21377,100032,10.215595739561076,100044,11.68518603069799,100002,12.039969653483343
21378,100032,10.24929902127847,100044,11.756843172673776,100002,12.094466770996862
21379,100032,10.295611243413383,100044,11.820006165177503,100002,12.160513832536541
21380,100032,10.343564663624333,100044,11.884275957477056,100002,12.227572223749632
21381,100032,10.393841933209858,100044,11.950579028746922,100002,12.296610607744237
21382,100032,10.446066645809944,100044,12.018419248500335,100002,12.367112855779089
21383,100032,10.499804700457457,100044,12.087255345989215,100002,12.43851990754178
21384,100032,10.555822881827853,100044,12.158081413397921,100002,12.511864975815477
21385,100032,10.613700235889988,100044,12.230367267903224,100002,12.58659965496682
21386,100032,10.672960900613472,100044,12.303539952769455,100002,12.662134861669095
21387,100032,10.734452483966432,100044,12.378658043765649,100002,12.739565325681944
21388,100032,10.797240454432208,100044,12.454591779839898,100002,12.81772845165001
21389,100032,10.86222430729218,100044,12.532440932466864,100002,12.897758247450755
21390,100032,10.928914420278884,100044,12.611622935238202,100002,12.979056628826667
21391,100032,10.996771026882953,100044,12.691516292399012,100002,13.060988486388373
21392,100032,11.066768555542946,100044,12.773280035328051,100002,13.144744315557363
21393,100032,11.138379484129604,100044,12.856302654907823,100002,13.229698562212503
21394,100032,11.211029010020342,100044,12.939935934462751,100002,13.3151907456249
21395,100032,11.285762821834727,100044,13.02539507257083,100002,13.402464893878514
21396,100032,11.362017932475945,100044,13.112041398033446,100002,13.4908696486005
21397,100032,11.439186891875197,100044,13.199201678618063,100002,13.579720752299579
21398,100032,11.518382938843882,100044,13.288144246675461,100002,13.670312874762512
21399,100032,11.598411976210638,100044,13.377538728204769,100002,13.761292653784007
21400,100032,11.68043016699091,100044,13.46868719329768,100002,13.85398692090525
21401,100032,11.763820614287571,100044,13.560909446731028,100002,13.947704819636463
21402,100032,11.847926468189792,100044,13.653494103119371,100002,14.041725764200548
21403,100032,11.93396530490827,100044,13.747791505235542,100002,14.137422617889868
21404,100032,12.021290788111726,100044,13.843098616726754,100002,14.234082764325366
21405,100032,12.109219201884736,100044,13.938683109064229,100002,14.330965638760881
21406,100032,12.199025934219803,100044,14.035940816369932,100002,14.429487507255294
21407,100032,12.29003725878437,100044,14.134147317839412,100002,14.528915352683635
21408,100032,12.381544516595161,100044,14.23255069139891,100002,14.628489895250407
21409,100032,12.474877411993075,100044,14.332589602751877,100002,14.729668290742795
21410,100032,12.56933674857179,100044,14.433519608167128,100002,14.83169839576063
21411,100032,12.664190712225686,100044,14.534570456420273,100002,14.93380339607877
21412,100032,12.760819958275551,100044,14.637221103393996,100002,15.037478942586121
21413,100032,12.85777957841322,100044,14.739944413111585,100002,15.141183873503852
21414,100032,12.956482355739013,100044,14.844244821239402,100002,15.246438203517288
21415,100032,13.056190577917269,100044,14.949347321683527,100002,15.352460542611457
