flo2d_250_station_id,ob_1_id,ob_1_dist,ob_2_id,ob_2_dist,ob_3_id,ob_3_dist
1,100063,3.5227671756698506,100038,3.531301951997705,100078,3.53656838951195
2,100038,3.3232284723120316,100078,3.3284043643174144,100063,3.7399938329038833
3,100038,3.1215229237252555,100078,3.126585863103864,100063,3.9612527125200967
4,100038,2.9347550210833866,100078,2.939668489295944,100075,3.9520625185398264
5,100038,2.7505367761621704,100078,2.7552716735490934,100075,3.9252923447175263
6,100038,2.5769414619239894,100078,2.5814511470662,100075,3.9144925819968113
7,100063,2.557236861296113,100038,4.3076064951896385,100078,4.313157228298262
8,100063,2.759071004532281,100038,4.0773245030990495,100078,4.082846103723499
9,100063,2.968465794554394,100038,3.849672767461957,100078,3.8551580076852074
10,100063,3.1839298771806535,100038,3.6251468420538515,100078,3.6305864716009357
11,100063,3.4043110378099852,100038,3.4043652516667455,100078,3.409747338551216
12,100038,3.188105992122441,100078,3.19341503844141,100063,3.6287135141574023
13,100038,2.9773546605985546,100078,2.982570404788774,100075,3.745821643128552
14,100038,2.773367203903912,100078,2.778463017038871,100075,3.700616951378981
15,100063,1.6648348246771942,100074,4.094775602884617,100075,4.748665316049217
16,100063,1.8274231393795166,100074,4.187841634190014,100075,4.5771364274864155
17,100063,2.008377344129063,100074,4.293617561672897,100075,4.413257003981529
18,100063,2.203176735268372,100075,4.257910378888983,100014,4.258550222454949
19,100063,2.408464198987242,100075,4.11206372750838,100014,4.112733052651095
20,100063,2.6217772178091225,100075,3.9767624147821796,100014,3.977461531765708
21,100063,2.841308799229986,100038,3.746004840473127,100078,3.7515669734231016
22,100063,3.065723325890239,100038,3.514863477509196,100078,3.520393927019623
23,100038,3.2866825490397282,100078,3.292171923935827,100063,3.294022956335114
24,100038,3.0621239376205667,100078,3.0675596901585904,100063,3.5254530050380506
25,100038,2.8420464030113366,100078,2.847411604423072,100075,3.498150077435144
26,100063,1.102830583149673,100074,3.6502754513461424,100075,5.142105967169997
27,100063,1.1853804484168546,100074,3.7035710444782755,100075,4.9459787336286505
28,100063,1.3116105426813331,100074,3.772886164877037,100075,4.755045887682882
29,100063,1.470313414955364,100074,3.857357311725698,100075,4.569958539868002
30,100063,1.6521576149881148,100074,3.9560137474686554,100075,4.39145586636847
31,100063,1.8503329263209256,100074,4.067823498605406,100075,4.220373456335645
32,100063,2.0601317961954506,100075,4.057649998196183,100014,4.058266172634833
33,100063,2.278345453705088,100075,3.9043307745243387,100014,3.904978294145627
34,100063,2.5027738441342398,100075,3.761565895363916,100014,3.7622454114252535
35,100063,2.732908185056722,100075,3.63004932008216,100014,3.6307611765250747
36,100063,2.9656319328807537,100038,3.418859130028556,100078,3.424461000941371
37,100038,3.1879660563792096,100078,3.193539257265515,100063,3.2048862596171674
38,100038,2.9560125691595465,100078,2.961550503179572,100075,3.3319856341751906
39,100038,2.72748913057947,100078,2.7329789015083805,100075,3.2618684091860275
40,100038,2.5033352809437517,100078,2.508758637522156,100075,3.2099449668763955
41,100063,1.1147915292931616,100074,3.3556997790360126,100071,4.857639364711148
42,100063,0.9625166500207072,100074,3.33877843101626,100071,5.010976669562988
43,100063,0.8581493616522838,100074,3.3407283199073468,100071,5.171983956880447
44,100063,0.8201867425096149,100074,3.361516611758472,100075,5.197084357268565
45,100063,0.8578192046705579,100074,3.401011922243044,100075,4.989569953654388
46,100063,0.9619285052901216,100074,3.4582332180308653,100075,4.787256667074745
47,100063,1.1221819953365715,100074,3.542876823168693,100075,4.596767093897045
48,100063,1.3043591678143858,100074,3.6327783476939337,100075,4.405098556936445
